station_id,timestamp,temp,pressure,humidity
AWS_001,2020-01-01 06:50:00,-2.5,1008.21,95.0
AWS_001,2020-01-01 07:00:00,-2.26,1008.17,95.0
AWS_001,2020-01-01 07:10:00,-2.31,1008.16,94.3
AWS_001,2020-01-01 07:20:00,-2.53,1008.17,93.8
AWS_001,2020-01-01 07:30:00,-2.68,1008.13,94.1
AWS_001,2020-01-01 07:40:00,-2.73,1008.25,94.2
AWS_001,2020-01-01 07:50:00,-2.79,1008.17,94.3
AWS_001,2020-01-01 08:00:00,-2.84,1008.16,94.5
AWS_001,2020-01-01 08:10:00,-2.89,1008.12,94.5
AWS_001,2020-01-01 08:20:00,-3.02,1008.12,94.4
AWS_001,2020-01-01 08:30:00,-2.84,1008.12,94.7
AWS_001,2020-01-01 08:40:00,-2.91,1008.04,93.9
AWS_001,2020-01-01 08:50:00,-3.11,1007.96,93.6
AWS_001,2020-01-01 09:00:00,-3.08,1008.07,94.0
AWS_001,2020-01-01 09:10:00,-3.03,1008.17,93.8
AWS_001,2020-01-01 09:20:00,-2.95,1008.28,93.4
AWS_001,2020-01-01 09:30:00,-3.01,1008.2,92.9
AWS_001,2020-01-01 09:40:00,-2.84,1008.31,92.4
AWS_001,2020-01-01 09:50:00,-2.67,1008.41,92.5
AWS_001,2020-01-01 10:00:00,-1.93,1008.45,91.1
AWS_001,2020-01-01 10:10:00,-1.53,1008.5,87.4
AWS_001,2020-01-01 10:20:00,-1.25,1008.46,86.1
AWS_001,2020-01-01 10:30:00,-1.24,1008.49,86.1
AWS_001,2020-01-01 10:40:00,-1.32,1008.37,86.4
AWS_001,2020-01-01 10:50:00,-1.03,1008.36,85.9
AWS_001,2020-01-01 11:00:00,-1.14,1008.34,86.6
AWS_001,2020-01-01 11:10:00,-0.83,1008.21,85.8
AWS_001,2020-01-01 11:20:00,-0.65,1008.02,85.5
AWS_001,2020-01-01 11:30:00,-0.43,1008.03,85.0
AWS_001,2020-01-01 11:40:00,-0.4,1007.84,84.8
AWS_001,2020-01-01 11:50:00,-0.06,1007.69,84.1
AWS_001,2020-01-01 12:00:00,0.68,1007.62,82.0
AWS_001,2020-01-01 12:10:00,0.93,1007.59,80.5
AWS_001,2020-01-01 12:20:00,1.23,1007.56,80.1
AWS_001,2020-01-01 12:30:00,1.7,1007.44,78.3
AWS_001,2020-01-01 12:40:00,1.98,1007.29,77.5
AWS_001,2020-01-01 12:50:00,2.62,1007.12,75.3
AWS_001,2020-01-01 13:00:00,2.83,1007.04,74.2
AWS_001,2020-01-01 13:10:00,2.87,1006.98,74.1
AWS_001,2020-01-01 13:20:00,3.09,1006.83,73.7
AWS_001,2020-01-01 13:30:00,3.86,1006.79,70.9
AWS_001,2020-01-01 13:40:00,3.84,1006.69,70.7
AWS_001,2020-01-01 13:50:00,4.03,1006.6,70.0
AWS_001,2020-01-01 14:00:00,3.7,1006.41,70.8
AWS_001,2020-01-01 14:10:00,3.45,1006.3,72.2
AWS_001,2020-01-01 14:20:00,3.64,1006.26,71.4
AWS_001,2020-01-01 14:30:00,3.89,1006.19,70.3
AWS_001,2020-01-01 14:40:00,3.87,1006.06,70.4
AWS_001,2020-01-01 14:50:00,4.32,1006.01,69.02
AWS_001,2020-01-01 15:00:00,4.58,1006.01,68.2
AWS_001,2020-01-01 15:10:00,4.2,1006.03,69.47
AWS_001,2020-01-01 15:20:00,4.07,1006.02,70.3
AWS_001,2020-01-01 15:30:00,4.44,1006.02,69.19
AWS_001,2020-01-01 15:40:00,4.5,1005.99,68.67
AWS_001,2020-01-01 15:50:00,4.34,1005.87,68.54
AWS_001,2020-01-01 16:00:00,3.74,1005.83,70.4
AWS_001,2020-01-01 16:10:00,3.23,1005.78,72.5
AWS_001,2020-01-01 16:20:00,2.99,1005.71,73.4
AWS_001,2020-01-01 16:30:00,2.89,1005.71,73.7
AWS_001,2020-01-01 16:40:00,2.77,1005.76,74.0
AWS_001,2020-01-01 16:50:00,2.6,1005.88,74.7
AWS_001,2020-01-01 17:00:00,2.09,1005.96,76.6
AWS_001,2020-01-01 17:10:00,1.63,1005.96,78.9
AWS_001,2020-01-01 17:20:00,1.26,1006.03,79.3
AWS_001,2020-01-01 17:30:00,1.03,1006.0,79.6
AWS_001,2020-01-01 17:40:00,0.99,1005.96,81.3
AWS_001,2020-01-01 17:50:00,0.85,1005.93,81.6
AWS_001,2020-01-01 18:00:00,0.63,1005.85,81.9
AWS_001,2020-01-01 18:10:00,0.35,1005.81,81.8
AWS_001,2020-01-01 18:20:00,0.05,1005.83,84.0
AWS_001,2020-01-01 18:30:00,-0.08,1005.78,85.5
AWS_001,2020-01-01 18:40:00,-0.21,1005.71,85.3
AWS_001,2020-01-01 18:50:00,-0.62,1005.7,85.8
AWS_001,2020-01-01 19:00:00,-1.32,1005.68,85.9
AWS_001,2020-01-01 19:10:00,-1.42,1005.71,89.0
AWS_001,2020-01-01 19:20:00,-1.31,1005.69,90.1
AWS_001,2020-01-01 19:30:00,-1.33,1005.61,89.6
AWS_001,2020-01-01 19:40:00,-1.38,1005.49,89.8
AWS_001,2020-01-01 19:50:00,-1.36,1005.57,89.1
AWS_001,2020-01-01 20:00:00,-1.48,1005.53,89.7
AWS_001,2020-01-01 20:10:00,-1.86,1005.46,89.3
AWS_001,2020-01-01 20:20:00,-2.15,1005.39,90.6
AWS_001,2020-01-01 20:30:00,-2.18,1005.34,92.0
AWS_001,2020-01-01 20:40:00,-2.24,1005.32,92.2
AWS_001,2020-01-01 20:50:00,-2.57,1005.26,92.3
AWS_001,2020-01-01 21:00:00,-2.78,1005.21,92.8
AWS_001,2020-01-01 21:10:00,-2.85,1005.12,93.8
AWS_001,2020-01-01 21:20:00,-2.95,1005.07,93.7
AWS_001,2020-01-01 21:30:00,-3.21,1005.01,93.9
AWS_001,2020-01-01 21:40:00,-3.06,1004.96,94.7
AWS_001,2020-01-01 21:50:00,-3.0,1004.84,94.3
AWS_001,2020-01-01 22:00:00,-3.21,1004.76,94.0
AWS_001,2020-01-01 22:10:00,-3.27,1004.64,94.3
AWS_001,2020-01-01 22:20:00,-3.31,1004.61,94.4
AWS_001,2020-01-01 22:30:00,-3.39,1004.54,94.7
AWS_001,2020-01-01 22:40:00,-3.35,1004.51,94.8
AWS_001,2020-01-01 22:50:00,-3.29,1004.62,94.9
AWS_001,2020-01-01 23:00:00,-3.19,1004.56,94.5
AWS_001,2020-01-01 23:10:00,-3.2,1004.45,94.2
AWS_001,2020-01-01 23:20:00,-3.32,1004.35,93.4
AWS_001,2020-01-01 23:30:00,-3.09,1004.28,93.2
AWS_001,2020-01-01 23:40:00,-2.96,1004.29,90.4
AWS_001,2020-01-01 23:50:00,-3.46,1004.26,89.7
AWS_001,2020-01-02 00:00:00,-3.39,1004.16,91.4
AWS_001,2020-01-02 00:10:00,-3.47,1004.13,91.3
AWS_001,2020-01-02 00:20:00,-3.94,1004.13,91.2
AWS_001,2020-01-02 00:30:00,-3.91,1004.11,91.3
AWS_001,2020-01-02 00:40:00,-3.86,1004.09,92.0
AWS_001,2020-01-02 00:50:00,-3.88,1004.0,90.7
AWS_001,2020-01-02 01:00:00,-4.23,1003.96,90.1
AWS_001,2020-01-02 01:10:00,-4.42,1003.86,91.1
AWS_001,2020-01-02 01:20:00,-4.42,1003.9,92.6
AWS_001,2020-01-02 01:30:00,-4.5,1003.76,92.9
AWS_001,2020-01-02 01:40:00,-4.31,1003.75,93.9
AWS_001,2020-01-02 01:50:00,-4.25,1003.72,92.7
AWS_001,2020-01-02 02:00:00,-4.2,1003.76,93.1
AWS_001,2020-01-02 02:10:00,-3.98,1003.73,93.1
AWS_001,2020-01-02 02:20:00,-4.07,1003.67,91.2
AWS_001,2020-01-02 02:30:00,-4.56,1003.51,88.7
AWS_001,2020-01-02 02:40:00,-4.78,1003.51,89.7
AWS_001,2020-01-02 02:50:00,-4.85,1003.49,92.0
AWS_001,2020-01-02 03:00:00,-4.86,1003.38,92.5
AWS_001,2020-01-02 03:10:00,-4.88,1003.27,92.5
AWS_001,2020-01-02 03:20:00,-4.91,1003.17,91.7
AWS_001,2020-01-02 03:30:00,-4.81,1003.12,90.3
AWS_001,2020-01-02 03:40:00,-5.03,1003.07,91.1
AWS_001,2020-01-02 03:50:00,-5.12,1003.08,91.7
AWS_001,2020-01-02 04:00:00,-4.72,1003.12,92.2
AWS_001,2020-01-02 04:10:00,-4.45,1003.22,90.5
AWS_001,2020-01-02 04:20:00,-4.54,1003.37,89.6
AWS_001,2020-01-02 04:30:00,-5.02,1003.32,89.4
AWS_001,2020-01-02 04:40:00,-5.39,1003.15,90.9
AWS_001,2020-01-02 04:50:00,-5.48,1002.99,90.9
AWS_001,2020-01-02 05:00:00,-5.43,1002.82,89.9
AWS_001,2020-01-02 05:10:00,-4.96,1002.67,89.1
AWS_001,2020-01-02 05:20:00,-4.87,1002.65,85.4
AWS_001,2020-01-02 05:30:00,-5.22,1002.67,88.3
AWS_001,2020-01-02 05:40:00,-5.43,1002.62,89.8
AWS_001,2020-01-02 05:50:00,-5.53,1002.55,90.0
AWS_001,2020-01-02 06:00:00,-5.45,1002.53,91.3
AWS_001,2020-01-02 06:10:00,-5.58,1002.51,90.7
AWS_001,2020-01-02 06:20:00,-5.78,1002.53,90.8
AWS_001,2020-01-02 06:30:00,-5.69,1002.53,91.0
AWS_001,2020-01-02 06:40:00,-5.44,1002.52,90.3
AWS_001,2020-01-02 06:50:00,-5.46,1002.44,88.5
AWS_001,2020-01-02 07:00:00,-5.47,1002.41,89.7
AWS_001,2020-01-02 07:10:00,-5.05,1002.37,88.3
AWS_001,2020-01-02 07:20:00,-4.94,1002.4,87.4
AWS_001,2020-01-02 07:30:00,-4.8,1002.4,86.5
AWS_001,2020-01-02 07:40:00,-4.91,1002.36,86.6
AWS_001,2020-01-02 07:50:00,-5.12,1002.35,87.4
AWS_001,2020-01-02 08:00:00,-5.13,1002.38,86.8
AWS_001,2020-01-02 08:10:00,-5.58,1002.36,87.6
AWS_001,2020-01-02 08:20:00,-5.66,1002.35,90.2
AWS_001,2020-01-02 08:30:00,-5.44,1002.27,90.4
AWS_001,2020-01-02 08:40:00,-4.73,1002.18,87.5
AWS_001,2020-01-02 08:50:00,-4.44,1002.21,84.4
AWS_001,2020-01-02 09:00:00,-4.39,1002.19,83.7
AWS_001,2020-01-02 09:10:00,-4.71,1002.25,84.0
AWS_001,2020-01-02 09:20:00,-4.68,1002.19,86.2
AWS_001,2020-01-02 09:30:00,-4.13,1002.05,82.9
AWS_001,2020-01-02 09:40:00,-4.07,1002.01,82.8
AWS_001,2020-01-02 09:50:00,-4.04,1002.0,82.8
AWS_001,2020-01-02 10:00:00,-4.16,1001.81,83.6
AWS_001,2020-01-02 10:10:00,-3.81,1001.66,83.9
AWS_001,2020-01-02 10:20:00,-3.53,1001.66,83.6
AWS_001,2020-01-02 10:30:00,-3.02,1001.57,81.4
AWS_001,2020-01-02 10:40:00,-2.78,1001.52,80.2
AWS_001,2020-01-02 10:50:00,-1.87,1001.42,77.0
AWS_001,2020-01-02 11:00:00,-1.24,1001.32,73.7
AWS_001,2020-01-02 11:10:00,-0.91,1001.39,72.7
AWS_001,2020-01-02 11:20:00,-0.56,1001.38,71.4
AWS_001,2020-01-02 11:30:00,-0.59,1001.18,71.4
AWS_001,2020-01-02 11:40:00,-0.19,1001.01,70.2
AWS_001,2020-01-02 11:50:00,0.48,1000.87,67.31
AWS_001,2020-01-02 12:00:00,1.06,1000.7,65.15
AWS_001,2020-01-02 12:10:00,1.8,1000.49,61.45
AWS_001,2020-01-02 12:20:00,1.92,1000.23,61.68
AWS_001,2020-01-02 12:30:00,2.72,1000.03,59.96
AWS_001,2020-01-02 12:40:00,3.47,999.8,58.23
AWS_001,2020-01-02 12:50:00,4.37,999.66,55.33
AWS_001,2020-01-02 13:00:00,4.98,999.58,52.83
AWS_001,2020-01-02 13:10:00,5.58,999.46,50.54
AWS_001,2020-01-02 13:20:00,5.73,999.3,52.29
AWS_001,2020-01-02 13:30:00,6.06,999.16,52.72
AWS_001,2020-01-02 13:40:00,6.47,999.06,53.29
AWS_001,2020-01-02 13:50:00,6.47,998.98,53.8
AWS_001,2020-01-02 14:00:00,6.22,998.88,55.42
AWS_001,2020-01-02 14:10:00,5.88,998.9,58.09
AWS_001,2020-01-02 14:20:00,5.71,998.87,60.07
AWS_001,2020-01-02 14:30:00,5.91,998.81,59.87
AWS_001,2020-01-02 14:40:00,5.7,998.71,60.77
AWS_001,2020-01-02 14:50:00,5.41,998.69,61.54
AWS_001,2020-01-02 15:00:00,5.66,998.65,60.22
AWS_001,2020-01-02 15:10:00,5.77,998.66,59.89
AWS_001,2020-01-02 15:20:00,5.61,998.66,61.08
AWS_001,2020-01-02 15:30:00,5.47,998.75,61.8
AWS_001,2020-01-02 15:40:00,5.49,998.82,61.73
AWS_001,2020-01-02 15:50:00,4.96,998.94,63.64
AWS_001,2020-01-02 16:00:00,4.28,998.97,66.44
AWS_001,2020-01-02 16:10:00,3.69,999.12,68.68
AWS_001,2020-01-02 16:20:00,3.36,999.13,70.1
AWS_001,2020-01-02 16:30:00,3.25,999.28,69.98
AWS_001,2020-01-02 16:40:00,3.18,999.39,69.27
AWS_001,2020-01-02 16:50:00,3.06,999.44,70.5
AWS_001,2020-01-02 17:00:00,2.88,999.45,70.2
AWS_001,2020-01-02 17:10:00,2.61,999.51,71.3
AWS_001,2020-01-02 17:20:00,2.32,999.52,72.3
AWS_001,2020-01-02 17:30:00,1.91,999.59,74.4
AWS_001,2020-01-02 17:40:00,1.42,999.56,76.1
AWS_001,2020-01-02 17:50:00,1.41,999.58,77.0
AWS_001,2020-01-02 18:00:00,1.41,999.58,76.3
AWS_001,2020-01-02 18:10:00,1.12,999.68,77.2
AWS_001,2020-01-02 18:20:00,1.16,999.67,77.3
AWS_001,2020-01-02 18:30:00,0.91,999.71,77.9
AWS_001,2020-01-02 18:40:00,0.62,999.83,78.9
AWS_001,2020-01-02 18:50:00,0.15,999.98,80.4
AWS_001,2020-01-02 19:00:00,-0.08,999.99,81.7
AWS_001,2020-01-02 19:10:00,-0.22,1000.07,82.5
AWS_001,2020-01-02 19:20:00,-0.25,1000.11,82.4
AWS_001,2020-01-02 19:30:00,-0.47,1000.05,83.0
AWS_001,2020-01-02 19:40:00,-0.46,1000.04,83.3
AWS_001,2020-01-02 19:50:00,-0.71,1000.14,84.2
AWS_001,2020-01-02 20:00:00,-0.29,1000.08,83.9
AWS_001,2020-01-02 20:10:00,-0.36,1000.15,83.6
AWS_001,2020-01-02 20:20:00,-0.52,1000.06,84.0
AWS_001,2020-01-02 20:30:00,-0.56,1000.02,84.4
AWS_001,2020-01-02 20:40:00,-0.53,999.93,84.5
AWS_001,2020-01-02 20:50:00,-0.59,999.81,84.7
AWS_001,2020-01-02 21:00:00,-0.49,999.7,85.1
AWS_001,2020-01-02 21:10:00,-0.42,999.58,85.1
AWS_001,2020-01-02 21:20:00,-0.19,999.54,84.9
AWS_001,2020-01-02 21:30:00,-0.07,999.54,84.6
AWS_001,2020-01-02 21:40:00,-0.01,999.51,84.9
AWS_001,2020-01-02 21:50:00,0.06,999.34,85.2
AWS_001,2020-01-02 22:00:00,0.09,999.17,85.3
AWS_001,2020-01-02 22:10:00,0.33,999.05,85.1
AWS_001,2020-01-02 22:20:00,0.47,998.96,84.3
AWS_001,2020-01-02 22:30:00,0.35,998.84,84.6
AWS_001,2020-01-02 22:40:00,0.22,998.69,85.4
AWS_001,2020-01-02 22:50:00,0.26,998.56,85.5
AWS_001,2020-01-02 23:00:00,0.25,998.56,85.7
AWS_001,2020-01-02 23:10:00,0.46,998.55,85.9
AWS_001,2020-01-02 23:20:00,0.74,998.66,85.4
AWS_001,2020-01-02 23:30:00,0.79,998.68,84.9
AWS_001,2020-01-02 23:40:00,0.72,998.59,85.2
AWS_001,2020-01-02 23:50:00,0.75,998.53,85.7
AWS_001,2020-01-03 00:00:00,0.88,998.45,85.8
AWS_001,2020-01-03 00:10:00,0.93,998.39,86.0
AWS_001,2020-01-03 00:20:00,0.88,998.25,85.9
AWS_001,2020-01-03 00:30:00,0.69,998.07,86.6
AWS_001,2020-01-03 00:40:00,0.74,997.99,87.2
AWS_001,2020-01-03 00:50:00,0.92,998.01,87.5
AWS_001,2020-01-03 01:00:00,1.42,997.93,86.6
AWS_001,2020-01-03 01:10:00,1.67,997.77,86.0
AWS_001,2020-01-03 01:20:00,1.9,997.67,85.4
AWS_001,2020-01-03 01:30:00,1.99,997.57,85.0
AWS_001,2020-01-03 01:40:00,2.01,997.41,85.0
AWS_001,2020-01-03 01:50:00,2.08,997.26,84.9
AWS_001,2020-01-03 02:00:00,1.96,997.14,85.1
AWS_001,2020-01-03 02:10:00,1.78,997.01,85.8
AWS_001,2020-01-03 02:20:00,1.63,997.04,86.5
AWS_001,2020-01-03 02:30:00,1.54,996.96,86.7
AWS_001,2020-01-03 02:40:00,1.57,996.86,87.2
AWS_001,2020-01-03 02:50:00,1.74,996.71,86.6
AWS_001,2020-01-03 03:00:00,1.92,996.73,86.9
AWS_001,2020-01-03 03:10:00,2.38,996.59,85.4
AWS_001,2020-01-03 03:20:00,2.65,996.44,85.1
AWS_001,2020-01-03 03:30:00,2.95,996.37,84.3
AWS_001,2020-01-03 03:40:00,3.07,996.32,84.0
AWS_001,2020-01-03 03:50:00,3.25,996.26,83.7
AWS_001,2020-01-03 04:00:00,3.05,996.14,83.5
AWS_001,2020-01-03 04:10:00,2.87,996.12,84.6
AWS_001,2020-01-03 04:20:00,2.84,996.04,84.7
AWS_001,2020-01-03 04:30:00,2.9,995.89,85.1
AWS_001,2020-01-03 04:40:00,2.95,995.81,85.1
AWS_001,2020-01-03 04:50:00,3.14,995.67,85.1
AWS_001,2020-01-03 05:00:00,3.26,995.58,84.9
AWS_001,2020-01-03 05:10:00,3.27,995.53,84.9
AWS_001,2020-01-03 05:20:00,3.27,995.54,85.0
AWS_001,2020-01-03 05:30:00,3.11,995.5,84.5
AWS_001,2020-01-03 05:40:00,2.5,995.45,85.9
AWS_001,2020-01-03 05:50:00,2.32,995.42,87.0
AWS_001,2020-01-03 06:00:00,2.33,995.36,87.3
AWS_001,2020-01-03 06:10:00,2.44,995.35,87.2
AWS_001,2020-01-03 06:20:00,2.57,995.33,86.3
AWS_001,2020-01-03 06:30:00,2.62,995.27,85.7
AWS_001,2020-01-03 06:40:00,2.67,995.2,85.4
AWS_001,2020-01-03 06:50:00,2.65,995.19,85.6
AWS_001,2020-01-03 07:00:00,2.62,995.16,86.0
AWS_001,2020-01-03 07:10:00,2.66,995.13,86.0
AWS_001,2020-01-03 07:20:00,2.71,995.06,86.1
AWS_001,2020-01-03 07:30:00,2.8,995.01,85.6
AWS_001,2020-01-03 07:40:00,2.88,994.84,85.4
AWS_001,2020-01-03 07:50:00,3.09,994.68,84.5
AWS_001,2020-01-03 08:00:00,3.37,994.6,84.2
AWS_001,2020-01-03 08:10:00,3.79,994.69,82.8
AWS_001,2020-01-03 08:20:00,3.92,994.69,82.4
AWS_001,2020-01-03 08:30:00,3.93,994.63,82.0
AWS_001,2020-01-03 08:40:00,3.61,994.61,82.0
AWS_001,2020-01-03 08:50:00,3.38,994.55,83.0
AWS_001,2020-01-03 09:00:00,3.3,994.4,83.7
AWS_001,2020-01-03 09:10:00,3.47,994.25,83.4
AWS_001,2020-01-03 09:20:00,3.39,994.23,83.0
AWS_001,2020-01-03 09:30:00,3.27,994.33,83.7
AWS_001,2020-01-03 09:40:00,3.27,994.24,84.0
AWS_001,2020-01-03 09:50:00,3.29,994.12,84.1
AWS_001,2020-01-03 10:00:00,3.32,994.02,84.0
AWS_001,2020-01-03 10:10:00,3.41,993.94,83.9
AWS_001,2020-01-03 10:20:00,3.5,993.87,83.7
AWS_001,2020-01-03 10:30:00,3.57,993.78,83.6
AWS_001,2020-01-03 10:40:00,3.7,993.68,83.3
AWS_001,2020-01-03 10:50:00,3.91,993.76,82.8
AWS_001,2020-01-03 11:00:00,4.0,993.62,82.3
AWS_001,2020-01-03 11:10:00,4.1,993.48,82.2
AWS_001,2020-01-03 11:20:00,4.16,993.36,81.8
AWS_001,2020-01-03 11:30:00,4.2,993.19,82.0
AWS_001,2020-01-03 11:40:00,4.3,992.94,81.9
AWS_001,2020-01-03 11:50:00,4.47,992.8,82.0
AWS_001,2020-01-03 12:00:00,4.74,992.75,81.3
AWS_001,2020-01-03 12:10:00,4.94,992.66,80.6
AWS_001,2020-01-03 12:20:00,5.0,992.45,80.4
AWS_001,2020-01-03 12:30:00,5.2,992.15,80.2
AWS_001,2020-01-03 12:40:00,5.88,991.91,78.3
AWS_001,2020-01-03 12:50:00,6.81,991.84,74.7
AWS_001,2020-01-03 13:00:00,6.98,991.91,73.7
AWS_001,2020-01-03 13:10:00,7.0,991.91,73.3
AWS_001,2020-01-03 13:20:00,6.99,991.8,73.3
AWS_001,2020-01-03 13:30:00,6.93,991.73,73.5
AWS_001,2020-01-03 13:40:00,6.84,991.6,73.9
AWS_001,2020-01-03 13:50:00,6.71,991.52,74.6
AWS_001,2020-01-03 14:00:00,6.67,991.35,74.8
AWS_001,2020-01-03 14:10:00,6.59,991.19,75.1
AWS_001,2020-01-03 14:20:00,6.54,991.19,75.6
AWS_001,2020-01-03 14:30:00,6.54,991.41,75.9
AWS_001,2020-01-03 14:40:00,6.47,991.51,76.2
AWS_001,2020-01-03 14:50:00,6.41,991.47,76.8
AWS_001,2020-01-03 15:00:00,6.45,991.47,76.7
AWS_001,2020-01-03 15:10:00,6.41,991.47,77.0
AWS_001,2020-01-03 15:20:00,6.46,991.55,76.7
AWS_001,2020-01-03 15:30:00,6.54,991.61,76.5
AWS_001,2020-01-03 15:40:00,6.56,991.63,76.5
AWS_001,2020-01-03 15:50:00,6.62,991.71,76.5
AWS_001,2020-01-03 16:00:00,6.65,991.7,76.6
AWS_001,2020-01-03 16:10:00,6.59,991.63,76.8
AWS_001,2020-01-03 16:20:00,6.54,991.69,77.0
AWS_001,2020-01-03 16:30:00,6.49,991.9,77.3
AWS_001,2020-01-03 16:40:00,6.47,991.83,77.8
AWS_001,2020-01-03 16:50:00,6.59,991.91,77.6
AWS_001,2020-01-03 17:00:00,6.62,991.89,77.8
AWS_001,2020-01-03 17:10:00,6.61,991.83,78.1
AWS_001,2020-01-03 17:20:00,6.55,991.69,78.7
AWS_001,2020-01-03 17:30:00,6.48,991.86,79.2
AWS_001,2020-01-03 17:40:00,6.47,991.77,79.6
AWS_001,2020-01-03 17:50:00,6.49,991.88,80.0
AWS_001,2020-01-03 18:00:00,6.54,991.96,79.9
AWS_001,2020-01-03 18:10:00,6.55,991.88,80.1
AWS_001,2020-01-03 18:20:00,6.48,991.83,81.0
AWS_001,2020-01-03 18:30:00,6.47,991.7,81.7
AWS_001,2020-01-03 18:40:00,6.55,991.64,81.5
AWS_001,2020-01-03 18:50:00,6.67,991.56,80.7
AWS_001,2020-01-03 19:00:00,6.79,991.44,80.0
AWS_001,2020-01-03 19:10:00,6.89,991.44,79.5
AWS_001,2020-01-03 19:20:00,6.98,991.39,79.7
AWS_001,2020-01-03 19:30:00,6.99,991.3,80.3
AWS_001,2020-01-03 19:40:00,7.13,991.3,79.7
AWS_001,2020-01-03 19:50:00,7.2,991.3,79.7
AWS_001,2020-01-03 20:00:00,7.33,991.33,79.4
AWS_001,2020-01-03 20:10:00,7.5,991.23,78.9
AWS_001,2020-01-03 20:20:00,7.59,991.29,79.0
AWS_001,2020-01-03 20:30:00,7.61,991.41,79.2
AWS_001,2020-01-03 20:40:00,7.66,991.39,79.2
AWS_001,2020-01-03 20:50:00,7.69,991.4,79.4
AWS_001,2020-01-03 21:00:00,7.82,991.53,78.8
AWS_001,2020-01-03 21:10:00,7.81,991.73,79.1
AWS_001,2020-01-03 21:20:00,7.82,991.84,79.2
AWS_001,2020-01-03 21:30:00,7.89,992.11,79.6
AWS_001,2020-01-03 21:40:00,7.88,992.26,80.2
AWS_001,2020-01-03 21:50:00,7.9,992.37,80.5
AWS_001,2020-01-03 22:00:00,7.97,992.51,80.0
AWS_001,2020-01-03 22:10:00,7.95,992.81,80.7
AWS_001,2020-01-03 22:20:00,7.72,993.05,83.6
AWS_001,2020-01-03 22:30:00,7.54,993.18,85.2
AWS_001,2020-01-03 22:40:00,7.53,993.39,85.3
AWS_001,2020-01-03 22:50:00,7.64,993.55,84.8
AWS_001,2020-01-03 23:00:00,7.83,993.79,84.0
AWS_001,2020-01-03 23:10:00,8.01,993.96,83.5
AWS_001,2020-01-03 23:20:00,8.17,994.17,84.3
AWS_001,2020-01-03 23:30:00,7.92,994.32,87.2
AWS_001,2020-01-03 23:40:00,7.62,994.62,89.3
AWS_001,2020-01-03 23:50:00,7.11,995.02,89.2
AWS_001,2020-01-04 00:00:00,6.61,995.29,87.5
AWS_001,2020-01-04 00:10:00,6.25,995.66,85.0
AWS_001,2020-01-04 00:20:00,5.85,995.92,85.2
AWS_001,2020-01-04 00:30:00,5.58,996.15,85.8
AWS_001,2020-01-04 00:40:00,5.44,996.47,85.3
AWS_001,2020-01-04 00:50:00,5.33,996.69,84.6
